Hinglish,English
"Yah sach hai, agar ve kalaakaaron aur chaalak dal ko ek saath rakh sakate hain to mujhe lagata hai ki yah ek hit virddhi kee sambhaavana hai. mera maanana ​​hai ki 3 se adhik eksachenjon ke baad ab hamane movie ke baare mein socha hai","thats true, if they can keep the cast and crew together I think the chances of it being a hit increase. I believe thats more then 3 exchanges we've had about the movie now"
"Dastaavez sirph mere lie apadet kiya gaya. movie kee meree nazar mein aane vaalee cheejon mein se ek yah hai ki samay avadhi ko kaise chitrit kiya gaya tha, khaasakar Princess Diana ko photographic plet kaise milee, jabaki ab ham selphee le sakate hain. yah ek dilachasp disconnect hai.","The document just updated for me. One of the things that caught my eye of the movie is how the time period was depicted, especially with how Princess Diana received a photographic plate whereas now we can take selfies. It is an interesting disconnect."
"Oh mera bhee adyatan kiya gaya, is baare mein kshama karen. mujhe lagata hai ki movie kelie dilachasp aur ek achchhee avadhi hai, mujhe lagata hai ki isake peechhe shaamil pauraanik katha bahut pecheeda thee","Oh mine just updated too, sorry about that. I think thats interesting and a good period for the film, I think the mythology involved behind it was very intriguing "
"Main sahamat hoon. aamataur par jab bhee kisee philm mein greek ya roman pauraanik kathaon ko prastut kiya jaata hai to vah ghanee aur apaaradarshee hotee hai, lekin wonder woman mein yah aasaanee se samajh mein aa gaya.","I agree. Usually whenever Greek or Roman mythology is presented in a movie it is dense and opaque, but it was easily understood in Wonder Woman."
"haan, is tarah kee avadhaaranaon ko pesh karana nishchit roop se kabhee-kabhee paalan karane ke lie kathin ho sakata hai ki ve kaise prastut karate hain. yah dilachasp hai ki zoo ne maanav jaati kee raksha ke lie amejan yoddhaon ko chuna",Yeah introducing concepts like that can definitely be hard to follow sometimes depending on how they're presented. It's interesting that zues chose amazonian warriors to protect mankind
"jis tarah se eres ko dandit kiya gaya tha vah bhee dilachasp tha, keval zeus ne use ladaee mein ghaayal karane mein saksham kiya.","The way Ares was punished was also interesting, with only Zeus able to wound him in the battle."
"mujhe yah pasand aaya ki yah keval vaam, zeus aur eres ko maanav jaati ko bachaane ke lie ladana tha, isane ise us samay ke saath dilachasp bana diya jahaan itihaas mein pahalee baar hamane vishv yuddh kiya tha","I liked that it was only them left, zues and ares had to fight to save mankind, it made it interesting with it being in a time period where the first time in history we had a world war"
"mujhe laga ki yah dilachasp tha ki american chalak dakshin american ke paas durghatanaagrast ho gaya, pratham vishv yuddh ko amozon se jodakar meree raay mein philm mein bahut achchha kaam kiya gaya.","I thought it was interesting that the American pilot crashed near south America, connecting World War 1 to the Amazonian setting was done very well in the film in my opinion."
"haan, aisa lagata hai ki unhonne vaastavik duniya kee sthitiyon se jude kathaanak binduon ko jodane ka ek bahut achchha kaam kiya hai, is dveep par phir se jangalon dvaara aakraman kiya ja raha hai taaki unakee yuddh takaneek ko aage badhaaya ja sake aur aapako vaastav mein achchhe paksh / bure paksh ka ehasaas ho.","yeah it seems they did a very good job of having the plot points connect with real world situations, the island then being invaded by the germans looking to advance their warfare technology really gives you a sense of good side/bad side"
"vishesh roop se germans ke paas raasaayanik hathiyaaron ke ek bhee ghaatak sanskaran ko injeeniyar karane kee koshish kar raha tha, mujhe lagata hai ki har kisee kee nirbaadh mrtyu dar mein bahut achchha sambandh ha","Especially with the Germans trying to engineer an even deadlier version of the chemical weapons they had, I think that ties very well into everyone's ingrained mortality. "
"mujhe yah bhee pasand hai ki hippolyta ne apanee bahan ko daayana ko prashikshit karane kee anumati dee thee, jisase use vah atirikt dene kee jaroorat thee jo vaastav mein amaajoniyan yoddhaon se baahar khade hone kee jaroorat thee","I also like that Hippolyta allowed her sister to train Diana, giving her the extra she needed to really stand out from the amazonian warriors "
"mujhe laga ki yah ek bahut hee naareevaadee-prerit drshy tha, jise philm mein dekhakar mujhe bahut maja aaya. yah ek bada gatisheel tha ki kaise vishv yuddh lagabhag vishesh roop se purushon dvaara lada gaya tha, ekamaatr mahila jo ise samaapt karana chaahatee thee","I felt that was a very feminist-inspired scene, which I really enjoyed seeing in the film. That was a big dynamic in how the World War was almost exclusively fought by men, with the sole woman wanting to end it."
"yah vaastav mein ek dilachasp bindu hai jis par mainne vichaar nahin kiya hai, mujhe pata hai ki philm ko vyaapak roop se naareevaad ko ek aavaaj dene ke lie ghoshit kiya gaya tha lekin yah bindu vaastav mein thos hai","that is a really interesting point that I haven't considered, I know that the film was widely proclaimed to give a voice to feminism but that point really solidifys that"
"mujhe vaastav mein sar patrick se ares kee ummeed nahin thee, yah ek dilachasp gatisheel hai jo vaastav mein saamane aaya hai.","I really didnt except Sir Patrick to Ares, its an interesting dynamic that really came out. "
"maine socha jis scene main Sir Patrick reveal kiya kyonki Ares ne bi influence kiya tha, jahan woh Godkiller sword ko use karke humanity ko destroy karna chatha tha, lekin Wonder woman ne no kah diya.","I thought the scene when Sir Patrick revealed himself as Ares also influenced that, where he wanted to use the Godkiller sword to destroy humanity, but Wonder Woman said no."
yeah main really expect nahin kiya wonder woman hi godkiller thi although isme koi sense nahin hai,yeah I really didn't except wonder women to be the godkiller although it does make sense
"i think woh ek bada feminist point hai movie hai, mere opinion hai.movie ka ending bahut heartfelt tha aur connect kiya ki kaise past wars hamare present ko influence karte hain princess diana ne email kiya bruce wayne ko","I think that was another big feminist point in the movie, in my opinion. The ending of the movie was very heartfelt and connected how wars of the past influence our present when Princess Diana emailed Bruce Wayne"
"haan, mujhe lagta hai characters ki dynamics acchi fit karti hai, sabhi ko link karte hue, diana aur bruce se lekar, diana aur ares thak aur ares aur zues","yeah, I think the dynamic between the all the characters fits really well, linking it all togheter, from diana and bruce, to diana and ares, and ares and zues"
"casting ne help kia movie ko incredible banane ke liye, charisma aur chemistry ke andar character dikhta hai.jo scene jahan steve ne bomber ko hijack kiya acchi tarah dikhta hai.","The casting helped make the movie incredible, the charisma and chemistry between every character showed. The scene where Steve hijacked the bomber showed that very well I think."
"steve ka bhi accha interesting role hai movie mein, bahut support deta hai lekin phir bhi main role nahi leta","Steve has a really inteseting role in the movie too, providing a lot of support but still not taking over the main role "
uska charcter excellent supporting charcter hai mere khayal se.,His character was an excellent supporting character in my opinion.
Hi! Apko 1990 ki comedy Home Alone kaisi lagi?,Hi! So what did you think of the 1990 comedy Home Alone?
Hello. Mujhe acchi lagi. Mujhe Joe Pesci ko aisi interesting aur hilarious movie me dekh ke accha laga kyuki maine unhe jyadatar serious movies me hi dekha hai.,Hello. I like it. It's very interesting and hilarious to me seeing Joe Pesci in a movie like this since I know him form the more serious movies he did.
Sahi kha! Usne Harry ka role bohot accha nibhaya. Sabhi actors ne accha kam kiya! Kya wah apke favorite the film me?,Very true! He nailed the role of Harry! All of the actors did! Was he your favorite actor in the film?
Is movie me Macaulay Culkin mere favorite the. Unko 2 adults ko outsmart karte dekh bahut maza aaya.,Macaulay Culkin is my favorite in the movie. It was so fun just watching him outsmart 2 grown men.
"Agreed! Vah mere bhi favorite the! CinemaScore ke rating A se main bilkul agree karta hu, mai bhi is film ko yahi ratings dunga.",Agreed! He was my favorite as well! I can't help but agree with CinemaScore's rating of A as that would be the rating I'd give the film as well!
"Yes, yah ek christmas classic hai aur A rating ke layak hai. Mujhe lagta hai ki jo critics is movie ko iske implausible plot ke liye criticize karte hai woh is movie ko kuchh jyada hi seriously le rahe hai, creators ka irada serious movie banane ka nahi tha.",Yes this is a christmas classic and deserves an A rating. I feel the critic that described the movie as having an implausible plot is taking the movie more seriously than the creators of the movie intended it to be.
"Sahi kaha! Kuchh critics pagal ho gaye hain. Khash kar woh jiska apne description diya aur woh jisne first half ko ""flat aur unsurprising"" bataya.","Very well said! Some of the critics were out of their minds. Especially the one you described as well as the one who called the first half ""flat and unsurprising""."
"Han, muje first half bada entertaining laga. Maine ye movie little wow me nahi dekhi, main shayad jaunga aur dekhunga.",Yes I found the first half very entertaining. I haven't seen this movie in a little wow I might go back and watch it
Main apko feel kar sakta hu. Yakin nahin hota ki yeh movie 1990 me release huyi thi.,I feel you! So hard to believe it was released in 1990! 
"Mujhe  ""sadistic festival of adult-bashing"" yah quote achha lagta hai. Kevin ke parents ka use bhulna aur burglars ke bich yah movie adults ko bahut accha nahi deikhati.","I like the quote ""sadistic festival of adult-bashing"". Between's Kevin's parents forgetting him and the burglars this movie doesn't make adult looks too bright."
yeh tho sach hein! ha! Pesci aur Stern tho acting ka badiya job kiya voh tho adults ka part bhi kiya jo itna bhi bright nahi tha! john Hughes ne is movie ko perfectly write kiya hein,That is true! Ha! Pesci and Stern did a great job acting the part as adults who weren't very bright! John Hughes wrote the movie perfectly!
mein tho us kevin character ko relate kar raha hun voh tho fun hein uska family aur kids tho ache tarah deal kar raha tha. is part ka movie tho hamesha soft spot mein hi hit hota.,I related to the character Kevin being made fun of  by his family since kids deal with that all the time. The part of the movie always always hits a soft spot for me.
"yaha bhi! muje honestly kevin ke liye bura laga kyon ki pehele baar use dekha tho ridiculed mein uska siblings yaani cousins tho uska picha chod diya. aapke tarah, tho mein us ridicule ka aspect se relate kar raha tha","Same here! I honestly felt bad for Kevin at first seeing as how he was ridiculed by his siblings/cousins before being left behind. Like you, i could relate as well to the ridicule aspect of it."
muje tho acharya laga ki voh kevin ka dad se work kar raha hein aur voh fly karne ka afford nahi kar saka tho kaafi people paris jaathe christmas ke liye. mein tho usse hi blame karunga,I wonder what kind of job Kevin's dad worked that he could afford to fly that many people to Paris for christmas. I blame him for all of this!
voh tho sach hein! aur uska pura family tho us night mein departure ho gaye hein,That is true! And plus they housed the entire family the night before their departure.
pura human being ke liye kitna rush karenge. mein tho koi McCallister ka family bird hota tho mein guess nahi kiya.  alarms tho nahi exist hien,How much of rush do you have to be in to forget a whole human being. I guess nobody in the McCallister family was an early bird either. Alarms didn't always exist.
