,premise,hypothesis,labels,english_premise,english_hypothesis
1610,"SHAHID : Bhai , Law assistant ki opening mili hai . Maqbool Menon ke saath . ## ARIF : Good . ## SHAHID : Job chodna padega . ## ARIF : Journalist wali ? Kaise chalega ? ## SHAHID : Main bhi yahi soch raha tha . Shahid looks down as he walks . Arif who is curious for his reaction keeps looking as they walk but Shahid avoids to look up . ## ARIF : Kuuch milega ? ## SHAHID : Haan , Bhai . Arif asks how much without saying . ## SHAHID : 2 hazaar . ## SHAHID : Kaise karenge ? ## ARIF : Tension mat lo . Hai ek idea . ## SHAHID : Ok ## ARIF : Ab ghar jaa .. Shahid starts walking as Arif stands there . ## ARIF : Zyaada der ruke mat rahna yahaan Shahid looks back and makes an eye contact . ## SHAHID : Dekh lena , 2 saal mein log mujhe jaanenge , bhai . ## ",SHAHID ko job chhodna paddega,entailment,"Shahid: Brother, the law assistant's opening has been received. With Maqbool Menon. ## Arif: Okay. ## Shahid: Will have to leave the job. ## ARIF: Journalist Wali? How will it go? ## Shahid: I was thinking the same. Shahid looks down while walking. Arif who is eager for his reaction, keeps on watching but Shahid avoids looking up. ## Arif: Will you get something? ## Shahid: Yes, brother. Arif asks how much without saying. ## Shahid: 2 thousand. ## Shahid: How will you do? ## ARIF: Take the tension mat. High one thought. ## Shahid : Ok ## Arif : Now go home.. Shahid starts walking as soon as Arif stands up. ## ARIF : Don't stay too long Here Shahid looks back and makes eye contact. ## Shahid: Look, people will know me in 2 years, brother. ,",Shahid will have to leave his job
1611,FATHER : Yeh woh Srinagar ka skiing instructor jo baat baat pe tumhara haath pakad raha tha .. ## MOTHER : Gulmarg ... Aur haat nahin pakad raha tha sikha raha tha .. ## FATHER : Aur ye .. Waah .. Kya gussa aaya tha .. Mera poora suitcase hi phenk diya tha tumne .. ## MOTHER : Kisne kaha tha .. ## MOTHER : Kitni baar bola hai itni chocolates mat khaya karo .. Ye lo ... ## ,Skiing instructor Mom ko sikha raha tha,entailment,Father: This is the Skiing Instructor of Srinagar who caught your hand on the matter.. ## Mother: Gulmarg ... and the hot was not sure. You had thrown my entire suitcase..,skiing instructor teaching mom
1612,GENERAL RAZA : Khurram Mirza tumhari security mein tha ... Tum is baat ko lightly mat do ... Americans ne jo Osama ke saath kiya uske baad kisi ke bhi ambitions ... ## GOLDMAN : Utni mehnat ka unko koi shauq nahi hai aur Khuraam kyon maara gaya aap jaantey hain ... Yeh business uske bahut din ka shuroo kiya hua aur cut oopar bhi ja raha ... ## GENERAL RAZA : Tum itni zid kyon kar rahey ho is baar ... ## GOLDMAN : of his shirt and runs a hand over his surgical wounds) By paas do hain ... Beta ek hi hai ! ## ,GOLDMAN Khurram ke business ki taarif kar raha hai.,contradictory,"Gen Raza: Khurram Mirza was under your protection... don't you take this thing lightly... what Americans did to Osama, anyone's ambitions after that... ## Goldman: He is not fond of that much mehndi And you know why Khuram was killed... This business was started in his very day and the cut is going up too... ## Gen Raza: Why are you insisting so often... ## Goldman: Runs his hand over his shirt and his surgical wounds) Has two ... The son is only one! ,",Goldman is praising Khurram's business.
1613,BHANJA : Are aaram se ... ## BHANJA : Missed call dekhi tabhie toh kiya bhai ... Nikaah mein busy thaiy na hum log ... ## BHANJA : Main kuch nahi kar sakta ... Mamu ke saath hi hoon ... Saleem ko bol ki kuch karey ... ## BHANJA : Haan abhie khali ho gaya hoga na ... main number behjhta hoon Salim ka tujhey ... Khuda Hafiz ... ## ,BHANJA Nikaah mein busy tha. ,entailment,"Nephew : Hey comfortably... ## Nephew : Missed call dekh tabi to kiya bhai...were busy in nikah no we guys... ## nephew: I can't do anything... I am with Mamu. .. Tell Salim to do something... ## Nephew: Yes, it must have become empty right now...",The nephew was busy in marriage.
1614,"INZAMAM: : How can you not send me pilots , this is your plane , usme baithe passengers aapki zimmedaari hain , ## PAN-AM OFFICIAL: : It is your Airport . This is your responsibility . We cannot risk our crew for this . ## INZAMAM: : And the air hostesses ? They are your crew ## PAN-AM OFFICIAL: : Sir , the plane is in your airport , the breach has been of your security . We cannot risk two more lives . ## MAN: : Janaab , aapke ghar se phone aaya tha , bhabi ne khaane khaate hi phone karne ko kahaa hain . ## ",INZAMAM PAN-AM OFFICIAL se pilots send karne ko keh raha hai. ,entailment,"Inzamam:: How can you not send me a pilot, this is your plane, it's your responsibility to us passengers, ## Pan-Am Official:: This is your airport. This is your responsibility. We can't put our crew at risk for this. ## Inzamam: : And the air hostess ? They are your crew ## PAN-AM OFFICIAL: : Sir, the plane is in your airport, your security has been violated. We cannot risk two more lives. ## Man: Sir, got a call from your house, sister-in-law has asked to call after eating food. ,",Inzamam is asking the PAN-AM official to send the pilots.
1615,"SIMMY : main jaan ne wali hun .. ## RAGHAVAN : matlab ? ## SIMMY : phone pe bol rahe the na apni Maa se .. jaan ne wali ke ghar pe Raghavan stops . ## RAGHAVAN : toh kya bolta ? ## SIMMY : sach bol dete ## RAGHAVAN : kya sach bolta .. jiske saath sota hun .. uske .. ## SIMMY : neend toh tumhe kisi ke saath nahi aati hai .. maine toh kabhi sote hue nahi dekha .. ## RAGHAVAN : tu na zyada .. ## RAGHAVAN : Madam ko gaadi tak chhod ke aa .. Simmy walks down the satairs with Cops . Kamble climbs up the stairs , he is holding Ramanna's shirt . ## ",SIMMY ne RAGHAVAN ko sote huve dekha hai,contradictory,"Simmi: I am about to leave.. ## Raghavan: Matlab? ## Simmi: Was speaking on the phone and not to his mother.. Raghavan stop at Jaan ne Wali's house. ## Raghavan: So what does he say? ## Simmi: Tell the truth ## Raghavan: Do you tell the truth.. With whom I sleep.. ## Simmi: You do not sleep with anyone.. #Raghavan: You are not much.. ## Raghavan : After leaving madam till the car .. Simmi jokes with the police. Kamble climbs the stairs, he is holding Ramanna's shirt. ,",Simmi sees Raghavan sleeping
1616,RANI : Haye ram ## VIJAY : Cake bana rahi ho ? ## RANI : nahi .. Chinese ## VIJAY : Chinese cake ? ## VIJAY : Tumhey pata hai ? Tumhaare college ke saamne best samose milte hain ... ek dum khasta ... aur aloo ki quantity bhi bilkul correct ## RANI : tum kya halwayi ho jo samoson mein itna interest dikha rahey ho ? ## VIJAY : Samoson mein kahan ... main to halwayi mein interest dikha raha hoon ... ## RANI : Thank you very much ... par humarey yahan yeh sab nahin chalta ## VIJAY : Mainey to abhi chalney ke liye bola hi nahin ... suggest kiya hai ... chalogi ? ## RANI : Ji nahin ji ... humari family mein theek nahin maantey ... ladkon ke saath chaat pakodiyaan khaaney jaana ## RANI : Ma'am ## ,RANI ki family mein ladkon ke saath chaat khaana allowed hai,contradictory,Rani: Hi Ram ## Vijay: Are you making a cake? ## Rani : No.. Chinese ## Vijay : Chinese cake? ## Vijay : You know? The best samosas are available in front of your college…just crispy… ## Vijay: Where in samosa... I am showing interest in halwa... ## Rani: Thank you very much... hi no ... suggested ... will you ? ## Rani : No no ji... in our family it is not okay... Going to eat chaat dumplings with boys ## Queen : Mam ##,Eating chaat with boys is allowed in Rani's family
1617,"RAHUL : Thanks maa . Kaise ho ? ## MOTHER : Theek hoon . ## RAHUL : I missed you . ## RAHUL : Yahaan baitho na . ## MOTHER : Tum kasie ho ? ## RAHUL : Theek hun . ## MOTHER : Aur woh .. Tumhara .. ## RAHUL : Kaun .. Bolo maa .. ## MOTHER : I'm sorry .. ## RAHUL : Kyunki aap uska naam nahin bol paaye . ## MOTHER : Nahin , kyunki mujhe aur thoda waqt lagega . ## ",Mom ko thoda aur time lagega,entailment,"Rahul: Thanks mother. How are you ? ## Mother: I am fine. ## Rahul : I missed you. ## Rahul: Sit here, don't you? ## Mother: How are you? ## Rahul: I am fine. ## Mother: And that.. yours.. ## Mother: No, because I will take some more time. ,",The wax will take a little longer
1618,VERMA JI : Aapne kaha tha aaj mil jaayega . Printing waala khaali baitha hai ... ## PATHAK : Bas 3 din aur ... Devi thoda beemaar thi . ## PATHAK : Thoda advance milega toh achha rahega . ## VERMA JI : Ek toh latkaaye huye hain chamgaadad-jaisa humein ... (takes out his wallet and 4 notes of 500 rupees each) Par pahli baar ho raha hai isliye ... Ghar par sab theek na ? ## ,PATHAK ne VERMA JI se advance maanga. ,entailment,Verma ji: You said you will get it today. Printer is sitting empty... ## Reader: Just 3 more days... Devi was a little ill. ## Reader: It will be good if you get a little advance. ## Verma ji: One is hanging bats like us... ##,Pathak asked for advance from Verma ji.
1619,"MAN : Bauji yeh toh maharaj kuchh bol ie nahi rahein .. ## BAUJI : Bolega bolegaa- sabra rakho .. ## MAN : Bauji time ho raha hai- ## BAUJI : Bol do beta humlog bahut door se aaye hain .. Bol na- kaam pe jaana hai beta .. ## BAUJI : Dahadhta hai bhai , dhadhta hai- dekh liya .. ## ",BAUJI ki koshish ke baad akhirkaar usne bol diya. ,entailment,"Man: Bauji Yeh Toh Maharaj, some words are not meant.. ## Bauji: Bolega Bolega- Sabra Rakho .. ## Man: Bauji is the time- ## Bauji: Tell me son, we have come from far away. I have to go to work, my son.","After trying Bauji, he told him after completing it."
1620,"MOM : Chalo chalo ... sab apna mood theek kar lo ... ## MOM : Kaisi hai ? ## RANI : Theek hoon ... pahunch gayee araam se ## MOM : Achcha .. Mausam kaisa hai ? ## RANI : thodi thand hai ## MOM : Achha ? ## DAD : Problem to nahin huyi koyi ? ## RANI : Nahin ... easy tha sab ## GRANDDAD : Kidhar hai meri jhalli ? ## RANI : Dadaji ! Aap kaise ho ? ## GRANDDAD : Puttar mera sher ... tu angrezon se darna mat . Tu koyi queen victoria se kum hai ? ## DAD : Oho . Minky aa gaya hai ## MOM : Beta vo mahinder jeeja ji ke yahaan aaj maata ki chowki hai , minky mama ke saath ja rahey hain ... tere liye pooja karne ## ",GRANDDAD is Co's Dadaji. ,entailment,"Mother: Come on...all get your mood right... ## Mother: How are you? ## Rani : I'm fine... first gone easy ## Mom : ok.. how's the weather? ## Queen : It's a little cold ## Mother : Okay? ## Dad: No problem? ## Rani : No... it was easy all ## Dada : Where is my jhalli? ## Queen : Grandpa! How are you? ## Grandfather: Puttar my lion... don't be afraid of English. Are you any less than Queen Victoria? ## Dad: Ohhhh. Minky has arrived ## Mother: Son he is mother's post at Mahinder Jija ji's place today, Minky is going with Mama... to worship for you ##",Grandfather is the grandfather of the company.
1621,"BHAIRAV : Tumne jhoot bola hum se . Tum fail ho gaye ... ## BHAIRAV : Tumko lagta hai ye sab mazaak hai ? ## BHAIRAV : Bolo ... mazaak lagta hai tumko sab ? ## ROHAN : Nahin sir ... ## BHAIRAV : Padhai kar rahe the ya apna novel likh rahe the ... bolo ... ## BHAIRAV : Humko laga college ja raha hai Rohan . Sudhar gaya hai . Itna straight face jhoot to politician log bhi nahin bolte . Humko bol diye paas ho gaye ho aur yahaan aakar sab ko kahani suna rahe the taaki dus log , jinka thikaana nahin kal zinda rahenge ya nahin bolein 'vah kya writer hai ... ' ## BHAIRAV : Itni aasaani se jaane nahin doonga main isse . Javaab dena padega tumko ... ## ARJUN : Sir ne kya bola ? ## ",ROHAN ne kaha ki main fail nahin hua. ,contradictory,"Bhairav: You lied to us. You have failed... ## Bhairav: You think this is all a joke? ## Bhairav: Say... do you all feel funny? ## Rohan : No sir... ## Bhairav ​​: It was like my novel while studying... Speak... ## Bhairav: We thought Rohan is going to college. has been improved. Even politicians did not speak with such a straight face lie. Humko bol diye has passed and here Aakar was telling the story to everyone so that ten people, who will not be alive tomorrow or not say 'what a writer is he.... You will have to answer... ## Arjun: What did sir say? ,",Rohan said that I did not fail.
1622,"SP : Gaon mein pata karo kisi ne agar gaadi number note kiya ho toh . ## SP : Aadab MLA saab . ## JAAN MOHAMMAD : Kab posting hui hai teri yahan ? ## SP : Aap itmenan rakhein . Jo bhee hai jaldi pakda jaayega . Hum saare phones tap kara rahein hain . ## SP : Jaise hee firauti ke liye phone aayega , kidnappers ki location pataa chal jaayegi . ## JAAN MOHAMMAD : Tu naya aaya hai yahan iss liye chhod raha hoon warna tere gaal pe mere hatth chhap gaye hote ab tak , samjha ? Apne aap tu kuchh nahi karega . Kuchh bhee . Kuchh pata chale to mere paas aana . Jo karunga ab main karoonga . Samjha ? ## ",SP ke gaal pe JAAN MOHAMMAD ke hatth chhap gaye.,contradictory,"SP: Find out in the village if someone has noted down the vehicle number. ## SP : Adab MLA sir. ## Jan Mohammed: When was your posting here? ## SP : You keep itmenon. Whatever it is, it will be confirmed soon. We are tapping all the phones. ## SP: As soon as the call for ransom is received, the location of the kidnappers will be known. ## Jaan Mohammed: You have come new, I am leaving here because otherwise my hands would have been printed on your cheeks by now, agreement? You won't do anything by yourself. Anything too. If you know anything, come to me. I will do what I do now. Settlement ? ,",Jaan Mohammad's hands were printed on the SP's cheek.
1623,"SHAANTI : Aa gaya beta ... rukaa ho , paani dete hain .. ## DEEPAK : Nahin tu kaam kar ... leta hoon main . ## SHAANTI : Aur choolhe ka time hua ... aag laa de baahar se . ## SHAANTI : Aur Sikandar ko bhi utha de .. uska time ho gaya ... ## ",DEEPAK paani khud le lega,entailment,"Shanti: I have come, son… you have stopped, you give water. ## Shanti : And it's time to choose... Aag La De Bahar Se. ## Shanti : And lift Sikandar too.. Its time is over... ##",the lamp will take the water by itself
1624,RITWIK : Yaar mera call hi le letey ya call karkey bata detey ! ## ANDREA : I didn't want to bother you - but aaj kuchh samajh mein hi nahi aa raha tha ! I thought ki si aur se baat karkey aur clearity aayegi ! ## RITWIK : Clearity hai tum logon ko ! Really you girls are brave - jab galti nahi hai toh bhaago mat - maafi mat maango - aur Minal ko jaake wapis complaint karni chahiye . ## ANDREA : They are here . ## RITWIK : Listen we got to pa- ## ANDREA : They are here . They are here . ## ,ANDREA didn’t want to bother RITWIK,entailment,"Ritwik : Man my call hi liete or tell me by calling! ## Andrea: I didn't want to bother you - but it just didn't make sense today! I thought talking to C would bring more clarity! ## Ritwik: You guys have clarity! You girls are really brave - don't run when it's not at fault - don't apologize - and Minal should go back and complain. ## Andrea: Here they are. ## Ritwik : Hey we pa – ## Andrea : He is here. They are here . ,",Andrea didn't want to disturb Rithvik
1625,"VEDANT : Sir I'd like to request to assign an investigative officer on the double murder case .. ## VEDANT : Sir main is case mein Ashwin ke saath pehle din se involved raha hoon , Main kuch bhee koshish kar loon mere nazariye ka betarafdar hona bada mushkil hai . Behtar hoga ki koi Investigating officer tehqiqaakt kare aur main door reh kar observe karoon . Tarazu ke kaante ki tarah na idhar na udhar . ## JK : Do you have anybody in mind ? ## VEDANT : Manhor ya Bhattacharya ? ## JK : They both have their hands full .. ## VEDANT : What about Paul Saab ? ## JK : Paul Saab .. ## ",VEDANT iss case mein akele investigate karna chahta hai,contradictory,"Vedanta : Sir I want to request to appoint an investigating officer in double murder case .. ## Vedanta : Sir I have been involved with Ashwin in the case from day one, I will try whatever my point of view is son. It's very difficult. It would be better if some investigating officer investigates and I stay away and observe. Neither here nor there borrow like the fork of the scale. ## JK: Do you have someone on your mind? ## Vedanta: Manhor or Bhattacharya? ## JK: Both have full hands.. ## Vedanta: What about Paul Saab? ## JK : Paul Saab .. ##",Vedanta wants to investigate this case alone
1626,"PATHAK : Kuchh bolegi ki sab khud-hi maan lein ? ## DEVI : Kya sun-na chaahte hain ? ## PATHAK : Tumhaari aawaaj . Kaun tha ... kyon gayi thi ... ## DEVI : Coaching mein tha . Hum uska project type karte they . Wahin dosti ho gayi ... (she wants to add more but keeps silent) ## PATHAK : Bas itna hi ? ## DEVI : Haan . Achha laga humein us-se baat kar ke ... ## PATHAK : Socha nahin ek baar bhi ? Ye sab karne se pahle ... ## DEVI : Pata nahin . ## PATHAK : Ek ladka marr gaya hai ... hum 3 lakh ke karje mein hain ... yeh ... FD tod ke 50 hajaar nikaale hain ... tum jail ki chaukhat pe ... aur jawaab hai ""pata nahin"" ! Kya bolein ... sab naas kar diya . Sab . ## ",PATHAK DEVI ki aawaz sunna chahta hai,entailment,"Reader: Will you say something that everyone should accept themselves? ## Devi: What do you want to hear? ## Reader: Your voice. Who was there... why did you go... ## Devi : Was in coaching. We type his project. Wahi dosti ho gayi... (She wants to add more but keeps quiet) ## Reader: That's all? ## Devi: Yes. Nice to talk to us... ## Reader: Didn't think of it even once? Before doing all this... ## Devi: I don't know. ## Reader: A boy has died… we are in the debt of 3 lakhs… Yeh… FD tod ke 50 thousand nikle hai… you are on the doorstep of the jail… and the answer is “I don’t know ""! What did you say... all wasted. All. ,",The reader wants to hear the voice of the goddess
